City,Date,Day temperature,Night temperature
Павлодар,16 Ноября 2021,-4°,-9°
Павлодар,17 Ноября 2021,-4°,-8°
Павлодар,18 Ноября 2021,-4°,-8°
Павлодар,19 Ноября 2021,-7°,-10°
Павлодар,20 Ноября 2021,-8°,-12°
Павлодар,21 Ноября 2021,-6°,-12°
Павлодар,22 Ноября 2021,-5°,-10°
Павлодар,23 Ноября 2021,-5°,-10°
Павлодар,24 Ноября 2021,-4°,-9°
Павлодар,25 Ноября 2021,-5°,-10°
Павлодар,26 Ноября 2021,-6°,-9°
Павлодар,27 Ноября 2021,-6°,-10°
Павлодар,28 Ноября 2021,-5°,-10°
Павлодар,29 Ноября 2021,-4°,-9°
Павлодар,30 Ноября 2021,-7°,-10°
Павлодар,1 Декабря 2021,-7°,-13°
Павлодар,2 Декабря 2021,-8°,-13°
Павлодар,3 Декабря 2021,-8°,-15°
Павлодар,4 Декабря 2021,-6°,-13°
Павлодар,5 Декабря 2021,-6°,-11°
Павлодар,6 Декабря 2021,-7°,-12°
Павлодар,7 Декабря 2021,-8°,-12°
Павлодар,8 Декабря 2021,-7°,-12°
Павлодар,9 Декабря 2021,-6°,-10°
Павлодар,10 Декабря 2021,-8°,-13°
Павлодар,11 Декабря 2021,-9°,-14°
Павлодар,12 Декабря 2021,-9°,-13°
Павлодар,13 Декабря 2021,-10°,-15°
Павлодар,14 Декабря 2021,-10°,-16°
Павлодар,15 Декабря 2021,-12°,-15°
Павлодар,16 Декабря 2021,-11°,-17°
Павлодар,17 Декабря 2021,-11°,-16°
Павлодар,18 Декабря 2021,-14°,-18°
Павлодар,19 Декабря 2021,-12°,-17°
Павлодар,20 Декабря 2021,-13°,-16°
Павлодар,21 Декабря 2021,-14°,-19°
Павлодар,22 Декабря 2021,-15°,-21°
Павлодар,23 Декабря 2021,-12°,-18°
Павлодар,24 Декабря 2021,-12°,-17°
Павлодар,25 Декабря 2021,-11°,-16°
Павлодар,26 Декабря 2021,-11°,-15°
Павлодар,27 Декабря 2021,-12°,-16°
Павлодар,28 Декабря 2021,-12°,-18°
Павлодар,29 Декабря 2021,-7°,-14°
Павлодар,30 Декабря 2021,-9°,-12°
Павлодар,31 Декабря 2021,-14°,-17°
Петропавловск,Сегодня 1 Мая 2021,+14°,+3°
Петропавловск,2 Мая 2021,+21°,+8°
Петропавловск,3 Мая 2021,+16°,+10°
Петропавловск,4 Мая 2021,+17°,+4°
Петропавловск,5 Мая 2021,+23°,+9°
Петропавловск,6 Мая 2021,+19°,+12°
Петропавловск,7 Мая 2021,+17°,+6°
Петропавловск,8 Мая 2021,+20°,+10°
Петропавловск,9 Мая 2021,+27°,+12°
Петропавловск,10 Мая 2021,+23°,+15°
Петропавловск,11 Мая 2021,+25°,+18°
Петропавловск,12 Мая 2021,+27°,+20°
Петропавловск,13 Мая 2021,+28°,+21°
Петропавловск,14 Мая 2021,+29°,+22°
Петропавловск,15 Мая 2021,+18°,+9°
Петропавловск,16 Мая 2021,+19°,+8°
Петропавловск,17 Мая 2021,+17°,+7°
Петропавловск,18 Мая 2021,+16°,+7°
Петропавловск,19 Мая 2021,+17°,+6°
Петропавловск,20 Мая 2021,+18°,+9°
Петропавловск,21 Мая 2021,+18°,+8°
Петропавловск,22 Мая 2021,+20°,+9°
Петропавловск,23 Мая 2021,+20°,+9°
Петропавловск,24 Мая 2021,+19°,+10°
Петропавловск,25 Мая 2021,+18°,+9°
Петропавловск,26 Мая 2021,+20°,+9°
Петропавловск,27 Мая 2021,+22°,+10°
Петропавловск,28 Мая 2021,+22°,+11°
Петропавловск,29 Мая 2021,+20°,+10°
Петропавловск,30 Мая 2021,+21°,+10°
Петропавловск,31 Мая 2021,+21°,+10°
Петропавловск,1 Июня 2021,+21°,+9°
Петропавловск,2 Июня 2021,+22°,+10°
Петропавловск,3 Июня 2021,+23°,+11°
Петропавловск,4 Июня 2021,+22°,+12°
Петропавловск,5 Июня 2021,+23°,+11°
Петропавловск,6 Июня 2021,+24°,+13°
Петропавловск,7 Июня 2021,+24°,+12°
Петропавловск,8 Июня 2021,+22°,+12°
Петропавловск,9 Июня 2021,+22°,+11°
Петропавловск,10 Июня 2021,+25°,+12°
Петропавловск,11 Июня 2021,+23°,+13°
Петропавловск,12 Июня 2021,+24°,+12°
Петропавловск,13 Июня 2021,+23°,+13°
Петропавловск,14 Июня 2021,+23°,+12°
Петропавловск,15 Июня 2021,+22°,+12°
Петропавловск,16 Июня 2021,+23°,+12°
Петропавловск,17 Июня 2021,+26°,+14°
Петропавловск,18 Июня 2021,+26°,+14°
Петропавловск,19 Июня 2021,+25°,+14°
Петропавловск,20 Июня 2021,+25°,+14°
Петропавловск,21 Июня 2021,+25°,+15°
Петропавловск,22 Июня 2021,+24°,+13°
Петропавловск,23 Июня 2021,+25°,+14°
Петропавловск,24 Июня 2021,+26°,+14°
Петропавловск,25 Июня 2021,+25°,+16°
Петропавловск,26 Июня 2021,+22°,+14°
Петропавловск,27 Июня 2021,+23°,+12°
Петропавловск,28 Июня 2021,+24°,+13°
Петропавловск,29 Июня 2021,+24°,+13°
Петропавловск,30 Июня 2021,+25°,+14°
Петропавловск,1 Июля 2021,+23°,+13°
Петропавловск,2 Июля 2021,+23°,+13°
Петропавловск,3 Июля 2021,+24°,+13°
Петропавловск,4 Июля 2021,+24°,+14°
Петропавловск,5 Июля 2021,+24°,+14°
Петропавловск,6 Июля 2021,+25°,+14°
Петропавловск,7 Июля 2021,+26°,+14°
Петропавловск,8 Июля 2021,+25°,+15°
Петропавловск,9 Июля 2021,+24°,+14°
Петропавловск,10 Июля 2021,+25°,+14°
Петропавловск,11 Июля 2021,+26°,+14°
Петропавловск,12 Июля 2021,+27°,+15°
Петропавловск,13 Июля 2021,+26°,+15°
Петропавловск,14 Июля 2021,+25°,+15°
Петропавловск,15 Июля 2021,+26°,+15°
Петропавловск,16 Июля 2021,+27°,+15°
Петропавловск,17 Июля 2021,+28°,+16°
Петропавловск,18 Июля 2021,+27°,+16°
Петропавловск,19 Июля 2021,+26°,+16°
Петропавловск,20 Июля 2021,+26°,+15°
Петропавловск,21 Июля 2021,+24°,+16°
Петропавловск,22 Июля 2021,+25°,+14°
Петропавловск,23 Июля 2021,+25°,+15°
Петропавловск,24 Июля 2021,+26°,+15°
Петропавловск,25 Июля 2021,+26°,+15°
Петропавловск,26 Июля 2021,+25°,+15°
Петропавловск,27 Июля 2021,+24°,+14°
Петропавловск,28 Июля 2021,+25°,+14°
Петропавловск,29 Июля 2021,+25°,+15°
Петропавловск,30 Июля 2021,+24°,+14°
Петропавловск,31 Июля 2021,+26°,+14°
Петропавловск,1 Августа 2021,+25°,+15°
Петропавловск,2 Августа 2021,+24°,+14°
Петропавловск,3 Августа 2021,+26°,+15°
Петропавловск,4 Августа 2021,+25°,+14°
Петропавловск,5 Августа 2021,+25°,+14°
Петропавловск,6 Августа 2021,+26°,+14°
Петропавловск,7 Августа 2021,+26°,+15°
Петропавловск,8 Августа 2021,+24°,+15°
Петропавловск,9 Августа 2021,+23°,+14°
Петропавловск,10 Августа 2021,+24°,+13°
Петропавловск,11 Августа 2021,+26°,+14°
Петропавловск,12 Августа 2021,+25°,+14°
Петропавловск,13 Августа 2021,+25°,+13°
Петропавловск,14 Августа 2021,+24°,+13°
Петропавловск,15 Августа 2021,+24°,+13°
Петропавловск,16 Августа 2021,+25°,+13°
Петропавловск,17 Августа 2021,+25°,+14°
Петропавловск,18 Августа 2021,+25°,+14°
Петропавловск,19 Августа 2021,+24°,+13°
Петропавловск,20 Августа 2021,+22°,+12°
Петропавловск,21 Августа 2021,+22°,+12°
Петропавловск,22 Августа 2021,+21°,+12°
Петропавловск,23 Августа 2021,+23°,+13°
Петропавловск,24 Августа 2021,+21°,+13°
Петропавловск,25 Августа 2021,+21°,+11°
Петропавловск,26 Августа 2021,+21°,+12°
Петропавловск,27 Августа 2021,+21°,+11°
Петропавловск,28 Августа 2021,+22°,+12°
Петропавловск,29 Августа 2021,+22°,+12°
Петропавловск,30 Августа 2021,+22°,+12°
Петропавловск,31 Августа 2021,+21°,+13°
Петропавловск,1 Сентября 2021,+20°,+12°
Петропавловск,2 Сентября 2021,+20°,+10°
Петропавловск,3 Сентября 2021,+20°,+10°
Петропавловск,4 Сентября 2021,+19°,+9°
Петропавловск,5 Сентября 2021,+19°,+9°
Петропавловск,6 Сентября 2021,+19°,+8°
Петропавловск,7 Сентября 2021,+18°,+9°
Петропавловск,8 Сентября 2021,+18°,+9°
Петропавловск,9 Сентября 2021,+18°,+9°
Петропавловск,10 Сентября 2021,+18°,+10°
Петропавловск,11 Сентября 2021,+16°,+8°
Петропавловск,12 Сентября 2021,+16°,+7°
Петропавловск,13 Сентября 2021,+16°,+7°
Петропавловск,14 Сентября 2021,+17°,+9°
Петропавловск,15 Сентября 2021,+17°,+8°
Петропавловск,16 Сентября 2021,+15°,+8°
Петропавловск,17 Сентября 2021,+15°,+8°
Петропавловск,18 Сентября 2021,+16°,+7°
Петропавловск,19 Сентября 2021,+16°,+7°
Петропавловск,20 Сентября 2021,+17°,+7°
Петропавловск,21 Сентября 2021,+15°,+7°
Петропавловск,22 Сентября 2021,+15°,+6°
Петропавловск,23 Сентября 2021,+13°,+6°
Петропавловск,24 Сентября 2021,+14°,+5°
Петропавловск,25 Сентября 2021,+15°,+5°
Петропавловск,26 Сентября 2021,+15°,+6°
Петропавловск,27 Сентября 2021,+14°,+5°
Петропавловск,28 Сентября 2021,+12°,+4°
Петропавловск,29 Сентября 2021,+13°,+4°
Петропавловск,30 Сентября 2021,+14°,+5°
Петропавловск,1 Октября 2021,+13°,+5°
Петропавловск,2 Октября 2021,+13°,+4°
Петропавловск,3 Октября 2021,+11°,+4°
Петропавловск,4 Октября 2021,+10°,+3°
Петропавловск,5 Октября 2021,+10°,+2°
Петропавловск,6 Октября 2021,+10°,+3°
Петропавловск,7 Октября 2021,+10°,+3°
Петропавловск,8 Октября 2021,+11°,+4°
Петропавловск,9 Октября 2021,+11°,+4°
Петропавловск,10 Октября 2021,+11°,+4°
Петропавловск,11 Октября 2021,+10°,+4°
Петропавловск,12 Октября 2021,+9°,+2°
Петропавловск,13 Октября 2021,+9°,+2°
Петропавловск,14 Октября 2021,+10°,+3°
Петропавловск,15 Октября 2021,+8°,+3°
Петропавловск,16 Октября 2021,+8°,+2°
Петропавловск,17 Октября 2021,+6°,0°
Петропавловск,18 Октября 2021,+6°,0°
Петропавловск,19 Октября 2021,+6°,-1°
Петропавловск,20 Октября 2021,+6°,0°
Петропавловск,21 Октября 2021,+5°,0°
Петропавловск,22 Октября 2021,+3°,-2°
Петропавловск,23 Октября 2021,+3°,-2°
Петропавловск,24 Октября 2021,+3°,-3°
Петропавловск,25 Октября 2021,+3°,-1°
Петропавловск,26 Октября 2021,+2°,-2°
Петропавловск,27 Октября 2021,+3°,-2°
Петропавловск,28 Октября 2021,+3°,-1°
Петропавловск,29 Октября 2021,+3°,-2°
Петропавловск,30 Октября 2021,+3°,-2°
Петропавловск,31 Октября 2021,+3°,-1°
Петропавловск,1 Ноября 2021,+2°,-2°
Петропавловск,2 Ноября 2021,+2°,-2°
Петропавловск,3 Ноября 2021,+2°,-1°
Петропавловск,4 Ноября 2021,+2°,-2°
Петропавловск,5 Ноября 2021,+2°,-2°
Петропавловск,6 Ноября 2021,0°,-2°
Петропавловск,7 Ноября 2021,-1°,-3°
Петропавловск,8 Ноября 2021,-2°,-4°
Петропавловск,9 Ноября 2021,-2°,-7°
Петропавловск,10 Ноября 2021,-4°,-8°
Петропавловск,11 Ноября 2021,-2°,-7°
Петропавловск,12 Ноября 2021,-2°,-6°
Петропавловск,13 Ноября 2021,-3°,-6°
Петропавловск,14 Ноября 2021,-4°,-7°
Петропавловск,15 Ноября 2021,-5°,-8°
Петропавловск,16 Ноября 2021,-4°,-9°
Петропавловск,17 Ноября 2021,-5°,-8°
Петропавловск,18 Ноября 2021,-7°,-10°
Петропавловск,19 Ноября 2021,-7°,-11°
Петропавловск,20 Ноября 2021,-7°,-11°
Петропавловск,21 Ноября 2021,-6°,-10°
Петропавловск,22 Ноября 2021,-5°,-9°
Петропавловск,23 Ноября 2021,-4°,-9°
Петропавловск,24 Ноября 2021,-4°,-8°
Петропавловск,25 Ноября 2021,-5°,-9°
Петропавловск,26 Ноября 2021,-5°,-9°
Петропавловск,27 Ноября 2021,-5°,-9°
Петропавловск,28 Ноября 2021,-6°,-10°
Петропавловск,29 Ноября 2021,-5°,-9°
Петропавловск,30 Ноября 2021,-7°,-10°
Петропавловск,1 Декабря 2021,-7°,-12°
Петропавловск,2 Декабря 2021,-10°,-13°
Петропавловск,3 Декабря 2021,-8°,-14°
Петропавловск,4 Декабря 2021,-6°,-11°
Петропавловск,5 Декабря 2021,-8°,-12°
Петропавловск,6 Декабря 2021,-7°,-12°
Петропавловск,7 Декабря 2021,-7°,-11°
Петропавловск,8 Декабря 2021,-7°,-10°
Петропавловск,9 Декабря 2021,-9°,-13°
Петропавловск,10 Декабря 2021,-9°,-13°
Петропавловск,11 Декабря 2021,-9°,-14°
Петропавловск,12 Декабря 2021,-10°,-14°
Петропавловск,13 Декабря 2021,-11°,-15°
Петропавловск,14 Декабря 2021,-11°,-14°
Петропавловск,15 Декабря 2021,-12°,-16°
Петропавловск,16 Декабря 2021,-12°,-17°
Петропавловск,17 Декабря 2021,-13°,-17°
Петропавловск,18 Декабря 2021,-15°,-18°
Петропавловск,19 Декабря 2021,-14°,-18°
Петропавловск,20 Декабря 2021,-16°,-20°
Петропавловск,21 Декабря 2021,-17°,-20°
Петропавловск,22 Декабря 2021,-15°,-20°
Петропавловск,23 Декабря 2021,-13°,-19°
Петропавловск,24 Декабря 2021,-13°,-18°
Петропавловск,25 Декабря 2021,-14°,-18°
Петропавловск,26 Декабря 2021,-13°,-17°
Петропавловск,27 Декабря 2021,-14°,-18°
Петропавловск,28 Декабря 2021,-9°,-16°
Петропавловск,29 Декабря 2021,-8°,-12°
Петропавловск,30 Декабря 2021,-13°,-15°
Петропавловск,31 Декабря 2021,-14°,-18°
Семей,Сегодня 1 Мая 2021,+15°,+8°
Семей,2 Мая 2021,+15°,+4°
Семей,3 Мая 2021,+20°,+7°
Семей,4 Мая 2021,+19°,+11°
Семей,5 Мая 2021,+18°,+7°
Семей,6 Мая 2021,+27°,+9°
Семей,7 Мая 2021,+25°,+17°
Семей,8 Мая 2021,+21°,+11°
Семей,9 Мая 2021,+21°,+12°
Семей,10 Мая 2021,+20°,+13°
Семей,11 Мая 2021,+21°,+15°
Семей,12 Мая 2021,+24°,+17°
Семей,13 Мая 2021,+26°,+17°
Семей,14 Мая 2021,+27°,+19°
Семей,15 Мая 2021,+22°,+10°
Семей,16 Мая 2021,+22°,+10°
Семей,17 Мая 2021,+20°,+10°
Семей,18 Мая 2021,+20°,+9°
Семей,19 Мая 2021,+20°,+8°
Семей,20 Мая 2021,+20°,+8°
Семей,21 Мая 2021,+21°,+11°
Семей,22 Мая 2021,+21°,+9°
Семей,23 Мая 2021,+22°,+9°
Семей,24 Мая 2021,+23°,+11°
Семей,25 Мая 2021,+22°,+10°
Семей,26 Мая 2021,+23°,+10°
Семей,27 Мая 2021,+24°,+11°
Семей,28 Мая 2021,+25°,+11°
Семей,29 Мая 2021,+27°,+14°
Семей,30 Мая 2021,+26°,+14°
Семей,31 Мая 2021,+25°,+12°
Семей,1 Июня 2021,+26°,+13°
Семей,2 Июня 2021,+26°,+14°
Семей,3 Июня 2021,+25°,+13°
Семей,4 Июня 2021,+26°,+14°
Семей,5 Июня 2021,+27°,+15°
Семей,6 Июня 2021,+27°,+14°
Семей,7 Июня 2021,+26°,+14°
Семей,8 Июня 2021,+28°,+15°
Семей,9 Июня 2021,+27°,+16°
Семей,10 Июня 2021,+26°,+15°
Семей,11 Июня 2021,+28°,+15°
Семей,12 Июня 2021,+27°,+16°
Семей,13 Июня 2021,+28°,+16°
Семей,14 Июня 2021,+29°,+16°
Семей,15 Июня 2021,+28°,+15°
Семей,16 Июня 2021,+26°,+15°
Семей,17 Июня 2021,+27°,+14°
Семей,18 Июня 2021,+29°,+15°
Семей,19 Июня 2021,+28°,+15°
Семей,20 Июня 2021,+28°,+16°
Семей,21 Июня 2021,+28°,+15°
Семей,22 Июня 2021,+29°,+16°
Семей,23 Июня 2021,+28°,+16°
Семей,24 Июня 2021,+29°,+16°
Семей,25 Июня 2021,+28°,+16°
Семей,26 Июня 2021,+30°,+17°
Семей,27 Июня 2021,+30°,+17°
Семей,28 Июня 2021,+27°,+17°
Семей,29 Июня 2021,+28°,+17°
Семей,30 Июня 2021,+29°,+17°
Семей,1 Июля 2021,+29°,+17°
Семей,2 Июля 2021,+27°,+15°
Семей,3 Июля 2021,+29°,+17°
Семей,4 Июля 2021,+27°,+17°
Семей,5 Июля 2021,+28°,+16°
Семей,6 Июля 2021,+28°,+16°
Семей,7 Июля 2021,+29°,+16°
Семей,8 Июля 2021,+28°,+17°
Семей,9 Июля 2021,+28°,+16°
Семей,10 Июля 2021,+29°,+16°
Семей,11 Июля 2021,+29°,+16°
Семей,12 Июля 2021,+30°,+18°
Семей,13 Июля 2021,+30°,+18°
Семей,14 Июля 2021,+31°,+18°
Семей,15 Июля 2021,+31°,+18°
Семей,16 Июля 2021,+29°,+17°
Семей,17 Июля 2021,+31°,+17°
Семей,18 Июля 2021,+29°,+18°
Семей,19 Июля 2021,+30°,+18°
Семей,20 Июля 2021,+30°,+17°
Семей,21 Июля 2021,+32°,+19°
Семей,22 Июля 2021,+29°,+18°
Семей,23 Июля 2021,+28°,+17°
Семей,24 Июля 2021,+27°,+16°
Семей,25 Июля 2021,+29°,+16°
Семей,26 Июля 2021,+29°,+17°
Семей,27 Июля 2021,+29°,+16°
Семей,28 Июля 2021,+29°,+16°
Семей,29 Июля 2021,+27°,+15°
Семей,30 Июля 2021,+28°,+16°
Семей,31 Июля 2021,+29°,+17°
Семей,1 Августа 2021,+30°,+18°
Семей,2 Августа 2021,+29°,+17°
Семей,3 Августа 2021,+29°,+16°
Семей,4 Августа 2021,+30°,+17°
Семей,5 Августа 2021,+29°,+18°
Семей,6 Августа 2021,+29°,+17°
Семей,7 Августа 2021,+31°,+16°
Семей,8 Августа 2021,+28°,+17°
Семей,9 Августа 2021,+29°,+16°
Семей,10 Августа 2021,+27°,+17°
Семей,11 Августа 2021,+27°,+16°
Семей,12 Августа 2021,+27°,+15°
Семей,13 Августа 2021,+27°,+15°
Семей,14 Августа 2021,+27°,+15°
Семей,15 Августа 2021,+26°,+15°
Семей,16 Августа 2021,+26°,+14°
Семей,17 Августа 2021,+27°,+14°
Семей,18 Августа 2021,+27°,+15°
Семей,19 Августа 2021,+28°,+15°
Семей,20 Августа 2021,+28°,+15°
Семей,21 Августа 2021,+26°,+14°
Семей,22 Августа 2021,+25°,+14°
Семей,23 Августа 2021,+26°,+14°
Семей,24 Августа 2021,+28°,+14°
Семей,25 Августа 2021,+27°,+15°
Семей,26 Августа 2021,+25°,+15°
Семей,27 Августа 2021,+25°,+14°
Семей,28 Августа 2021,+25°,+13°
Семей,29 Августа 2021,+26°,+14°
Семей,30 Августа 2021,+27°,+14°
Семей,31 Августа 2021,+26°,+14°
Семей,1 Сентября 2021,+25°,+13°
Семей,2 Сентября 2021,+25°,+14°
Семей,3 Сентября 2021,+23°,+11°
Семей,4 Сентября 2021,+23°,+9°
Семей,5 Сентября 2021,+22°,+11°
Семей,6 Сентября 2021,+22°,+10°
Семей,7 Сентября 2021,+22°,+11°
Семей,8 Сентября 2021,+22°,+11°
Семей,9 Сентября 2021,+22°,+11°
Семей,10 Сентября 2021,+23°,+11°
Семей,11 Сентября 2021,+22°,+11°
Семей,12 Сентября 2021,+20°,+9°
Семей,13 Сентября 2021,+19°,+8°
Семей,14 Сентября 2021,+20°,+8°
Семей,15 Сентября 2021,+20°,+9°
Семей,16 Сентября 2021,+20°,+9°
Семей,17 Сентября 2021,+22°,+11°
Семей,18 Сентября 2021,+20°,+11°
Семей,19 Сентября 2021,+20°,+8°
Семей,20 Сентября 2021,+19°,+9°
Семей,21 Сентября 2021,+20°,+11°
Семей,22 Сентября 2021,+18°,+8°
Семей,23 Сентября 2021,+16°,+7°
Семей,24 Сентября 2021,+16°,+6°
Семей,25 Сентября 2021,+16°,+7°
Семей,26 Сентября 2021,+18°,+8°
Семей,27 Сентября 2021,+18°,+8°
Семей,28 Сентября 2021,+17°,+8°
Семей,29 Сентября 2021,+16°,+8°
Семей,30 Сентября 2021,+16°,+5°
Семей,1 Октября 2021,+17°,+7°
Семей,2 Октября 2021,+17°,+6°
Семей,3 Октября 2021,+18°,+6°
Семей,4 Октября 2021,+15°,+6°
Семей,5 Октября 2021,+13°,+5°
Семей,6 Октября 2021,+13°,+3°
Семей,7 Октября 2021,+14°,+4°
Семей,8 Октября 2021,+14°,+4°
Семей,9 Октября 2021,+14°,+4°
Семей,10 Октября 2021,+13°,+3°
Семей,11 Октября 2021,+14°,+4°
Семей,12 Октября 2021,+11°,+4°
Семей,13 Октября 2021,+12°,+4°
Семей,14 Октября 2021,+12°,+2°
Семей,15 Октября 2021,+13°,+5°
Семей,16 Октября 2021,+13°,+5°
Семей,17 Октября 2021,+13°,+4°
Семей,18 Октября 2021,+11°,+3°
Семей,19 Октября 2021,+9°,+2°
Семей,20 Октября 2021,+9°,+2°
Семей,21 Октября 2021,+11°,+2°
Семей,22 Октября 2021,+9°,+3°
Семей,23 Октября 2021,+7°,0°
Семей,24 Октября 2021,+8°,0°
Семей,25 Октября 2021,+8°,+1°
Семей,26 Октября 2021,+6°,0°
Семей,27 Октября 2021,+7°,-1°
Семей,28 Октября 2021,+7°,0°
Семей,29 Октября 2021,+7°,-1°
Семей,30 Октября 2021,+7°,0°
Семей,31 Октября 2021,+7°,-1°
Семей,1 Ноября 2021,+7°,0°
Семей,2 Ноября 2021,+7°,0°
Семей,3 Ноября 2021,+6°,0°
Семей,4 Ноября 2021,+6°,0°
Семей,5 Ноября 2021,+5°,-1°
Семей,6 Ноября 2021,+5°,0°
Семей,7 Ноября 2021,+4°,-1°
Семей,8 Ноября 2021,+2°,-2°
Семей,9 Ноября 2021,+1°,-4°
Семей,10 Ноября 2021,0°,-5°
Семей,11 Ноября 2021,-2°,-7°
Семей,12 Ноября 2021,-1°,-6°
Семей,13 Ноября 2021,-1°,-6°
Семей,14 Ноября 2021,-1°,-6°
Семей,15 Ноября 2021,-2°,-6°
Семей,16 Ноября 2021,-3°,-8°
Семей,17 Ноября 2021,-3°,-9°
Семей,18 Ноября 2021,-2°,-7°
Семей,19 Ноября 2021,-4°,-9°
Семей,20 Ноября 2021,-6°,-10°
Семей,21 Ноября 2021,-6°,-11°
Семей,22 Ноября 2021,-5°,-12°
Семей,23 Ноября 2021,-4°,-10°
Семей,24 Ноября 2021,-3°,-8°
Семей,25 Ноября 2021,-4°,-9°
Семей,26 Ноября 2021,-4°,-9°
Семей,27 Ноября 2021,-5°,-10°
Семей,28 Ноября 2021,-4°,-10°
Семей,29 Ноября 2021,-3°,-8°
Семей,30 Ноября 2021,-4°,-8°
Семей,1 Декабря 2021,-6°,-12°
Семей,2 Декабря 2021,-6°,-12°
Семей,3 Декабря 2021,-8°,-13°
Семей,4 Декабря 2021,-5°,-13°
Семей,5 Декабря 2021,-5°,-10°
Семей,6 Декабря 2021,-6°,-11°
Семей,7 Декабря 2021,-6°,-12°
Семей,8 Декабря 2021,-6°,-13°
Семей,9 Декабря 2021,-6°,-12°
Семей,10 Декабря 2021,-7°,-12°
Семей,11 Декабря 2021,-9°,-13°
Семей,12 Декабря 2021,-9°,-14°
Семей,13 Декабря 2021,-11°,-15°
Семей,14 Декабря 2021,-9°,-14°
Семей,15 Декабря 2021,-9°,-13°
Семей,16 Декабря 2021,-9°,-13°
Семей,17 Декабря 2021,-9°,-14°
Семей,18 Декабря 2021,-10°,-16°
Семей,19 Декабря 2021,-10°,-18°
Семей,20 Декабря 2021,-10°,-16°
Семей,21 Декабря 2021,-12°,-18°
Семей,22 Декабря 2021,-12°,-17°
Семей,23 Декабря 2021,-10°,-17°
Семей,24 Декабря 2021,-8°,-15°
Семей,25 Декабря 2021,-8°,-14°
Семей,26 Декабря 2021,-8°,-14°
Семей,27 Декабря 2021,-9°,-14°
Семей,28 Декабря 2021,-10°,-16°
Семей,29 Декабря 2021,-6°,-15°
Семей,30 Декабря 2021,-6°,-10°
Семей,31 Декабря 2021,-11°,-15°
Талдыкорган,Сегодня 1 Мая 2021,+17°,+10°
Талдыкорган,2 Мая 2021,+20°,+6°
Талдыкорган,3 Мая 2021,+25°,+8°
Талдыкорган,4 Мая 2021,+26°,+13°
Талдыкорган,5 Мая 2021,+29°,+11°
Талдыкорган,6 Мая 2021,+29°,+15°
Талдыкорган,7 Мая 2021,+29°,+18°
Талдыкорган,8 Мая 2021,+27°,+14°
Талдыкорган,9 Мая 2021,+25°,+11°
Талдыкорган,10 Мая 2021,+20°,+10°
Талдыкорган,11 Мая 2021,+23°,+14°
Талдыкорган,12 Мая 2021,+25°,+17°
Талдыкорган,13 Мая 2021,+28°,+20°
Талдыкорган,14 Мая 2021,+28°,+23°
Талдыкорган,15 Мая 2021,+25°,+13°
Талдыкорган,16 Мая 2021,+25°,+13°
Талдыкорган,17 Мая 2021,+23°,+11°
Талдыкорган,18 Мая 2021,+25°,+12°
Талдыкорган,19 Мая 2021,+23°,+12°
Талдыкорган,20 Мая 2021,+23°,+11°
Талдыкорган,21 Мая 2021,+24°,+11°
Талдыкорган,22 Мая 2021,+23°,+12°
Талдыкорган,23 Мая 2021,+25°,+12°
Талдыкорган,24 Мая 2021,+24°,+12°
Талдыкорган,25 Мая 2021,+25°,+13°
Талдыкорган,26 Мая 2021,+26°,+14°
Талдыкорган,27 Мая 2021,+26°,+13°
Талдыкорган,28 Мая 2021,+26°,+12°
Талдыкорган,29 Мая 2021,+29°,+15°
Талдыкорган,30 Мая 2021,+28°,+16°
Талдыкорган,31 Мая 2021,+27°,+14°
Талдыкорган,1 Июня 2021,+28°,+15°
Талдыкорган,2 Июня 2021,+28°,+16°
Талдыкорган,3 Июня 2021,+26°,+15°
Талдыкорган,4 Июня 2021,+28°,+15°
Талдыкорган,5 Июня 2021,+28°,+17°
Талдыкорган,6 Июня 2021,+28°,+16°
Талдыкорган,7 Июня 2021,+28°,+16°
Талдыкорган,8 Июня 2021,+29°,+16°
Талдыкорган,9 Июня 2021,+29°,+16°
Талдыкорган,10 Июня 2021,+30°,+18°
Талдыкорган,11 Июня 2021,+28°,+17°
Талдыкорган,12 Июня 2021,+30°,+16°
Талдыкорган,13 Июня 2021,+29°,+16°
Талдыкорган,14 Июня 2021,+31°,+17°
Талдыкорган,15 Июня 2021,+30°,+18°
Талдыкорган,16 Июня 2021,+29°,+18°
Талдыкорган,17 Июня 2021,+27°,+16°
Талдыкорган,18 Июня 2021,+28°,+15°
Талдыкорган,19 Июня 2021,+29°,+17°
Талдыкорган,20 Июня 2021,+30°,+17°
Талдыкорган,21 Июня 2021,+30°,+17°
Талдыкорган,22 Июня 2021,+31°,+18°
Талдыкорган,23 Июня 2021,+31°,+18°
Талдыкорган,24 Июня 2021,+31°,+18°
Талдыкорган,25 Июня 2021,+31°,+17°
Талдыкорган,26 Июня 2021,+31°,+18°
Талдыкорган,27 Июня 2021,+30°,+18°
Талдыкорган,28 Июня 2021,+30°,+19°
Талдыкорган,29 Июня 2021,+30°,+18°
Талдыкорган,30 Июня 2021,+31°,+17°
Талдыкорган,1 Июля 2021,+32°,+18°
Талдыкорган,2 Июля 2021,+31°,+18°
Талдыкорган,3 Июля 2021,+31°,+18°
Талдыкорган,4 Июля 2021,+30°,+18°
Талдыкорган,5 Июля 2021,+30°,+17°
